1.000000000000000000e+00,5.092131389300772071e+01
1.009009009009008917e+00,3.712636890101952503e+01
1.018018018018018056e+00,5.516111702110440262e+01
1.027027027027026973e+00,4.661084467202134363e+01
1.036036036036036112e+00,4.399881666733912056e+01
1.045045045045045029e+00,3.962454349515217444e+01
1.054054054054053946e+00,5.205764804100398635e+01
1.063063063063063085e+00,4.023558248728957665e+01
1.072072072072072002e+00,5.060521243970462280e+01
1.081081081081081141e+00,3.652958910003434312e+01
1.090090090090090058e+00,4.358962272849866793e+01
1.099099099099099197e+00,4.411094685374497715e+01
1.108108108108108114e+00,4.244957742606691653e+01
1.117117117117117031e+00,4.639612536407534549e+01
1.126126126126126170e+00,4.254262352371191724e+01
1.135135135135135087e+00,4.418525924921842574e+01
1.144144144144144226e+00,4.159249728946596747e+01
1.153153153153153143e+00,4.578310615430980590e+01
1.162162162162162282e+00,5.655471409729815946e+01
1.171171171171171199e+00,4.993160156678592898e+01
1.180180180180180116e+00,3.898295092932846728e+01
1.189189189189189255e+00,5.017707793853249143e+01
1.198198198198198172e+00,5.325689067468947258e+01
1.207207207207207311e+00,5.483285758216051420e+01
1.216216216216216228e+00,5.556015094531257148e+01
1.225225225225225145e+00,4.224400734654452094e+01
1.234234234234234284e+00,5.533279098967312848e+01
1.243243243243243201e+00,4.410356032334575360e+01
1.252252252252252340e+00,3.761048776205615951e+01
1.261261261261261257e+00,4.169921925520898753e+01
1.270270270270270174e+00,4.017336770000067503e+01
1.279279279279279313e+00,4.840649842887975041e+01
1.288288288288288230e+00,4.971687086519673926e+01
1.297297297297297369e+00,5.013550441451369011e+01
1.306306306306306286e+00,3.848387762447262617e+01
1.315315315315315203e+00,5.443466995146658860e+01
1.324324324324324342e+00,5.223489110648647227e+01
1.333333333333333259e+00,4.571023726778387442e+01
1.342342342342342398e+00,3.786851360287384693e+01
1.351351351351351315e+00,4.685572506130179704e+01
1.360360360360360232e+00,5.569099511641036315e+01
1.369369369369369371e+00,5.764069481494063041e+01
1.378378378378378510e+00,3.826914868585951268e+01
1.387387387387387427e+00,5.451173197168195372e+01
1.396396396396396344e+00,3.925056064862945959e+01
1.405405405405405483e+00,5.273940544374966777e+01
1.414414414414414400e+00,5.124759040814191735e+01
1.423423423423423539e+00,5.485792550339039053e+01
1.432432432432432456e+00,5.106120005980105248e+01
1.441441441441441373e+00,4.872311550802250935e+01
1.450450450450450512e+00,5.122448788154937915e+01
1.459459459459459429e+00,4.230936616973717435e+01
1.468468468468468568e+00,4.621329717391412828e+01
1.477477477477477485e+00,5.306151539996739075e+01
1.486486486486486402e+00,5.205774825392784066e+01
1.495495495495495542e+00,5.209612374272781210e+01
1.504504504504504458e+00,5.330272627489922854e+01
1.513513513513513598e+00,5.468531360785695483e+01
1.522522522522522515e+00,5.826629790380853535e+01
1.531531531531531432e+00,5.239439051893013755e+01
1.540540540540540571e+00,5.578744874962218603e+01
1.549549549549549710e+00,5.723597635419154983e+01
1.558558558558558627e+00,5.038945989809646164e+01
1.567567567567567544e+00,4.998339383337399511e+01
1.576576576576576461e+00,4.443069160918993532e+01
1.585585585585585600e+00,5.710257053567243446e+01
1.594594594594594739e+00,5.790101872007119255e+01
1.603603603603603656e+00,5.525374683768801276e+01
1.612612612612612573e+00,5.366094087919623234e+01
1.621621621621621490e+00,5.053818982619006306e+01
1.630630630630630629e+00,4.583476357391126044e+01
1.639639639639639768e+00,4.299554835706115341e+01
1.648648648648648685e+00,5.075099912628858334e+01
1.657657657657657602e+00,4.625991739289412408e+01
1.666666666666666519e+00,5.892071089899870628e+01
1.675675675675675658e+00,4.435941516355207170e+01
1.684684684684684797e+00,5.553328774370363874e+01
1.693693693693693714e+00,4.413046653655957385e+01
1.702702702702702631e+00,6.020992659476775088e+01
1.711711711711711548e+00,5.187726499342213060e+01
1.720720720720720687e+00,4.966515384825439128e+01
1.729729729729729826e+00,4.556423605717587577e+01
1.738738738738738743e+00,4.591236042762339764e+01
1.747747747747747660e+00,5.700696948735499348e+01
1.756756756756756799e+00,4.596227386301205797e+01
1.765765765765765716e+00,5.247484617443136301e+01
1.774774774774774855e+00,5.141562040418474311e+01
1.783783783783783772e+00,5.579164513735346276e+01
1.792792792792792689e+00,4.873773686143501749e+01
1.801801801801801828e+00,4.475693046500901318e+01
1.810810810810810967e+00,5.233097139503598783e+01
1.819819819819819884e+00,4.546263306505841939e+01
1.828828828828828801e+00,5.319573822263866703e+01
1.837837837837837718e+00,4.509164863695441738e+01
1.846846846846846857e+00,4.575984915935548258e+01
1.855855855855855996e+00,4.945110258715448737e+01
1.864864864864864913e+00,5.566581265989495364e+01
1.873873873873873830e+00,5.158136965808492391e+01
1.882882882882882747e+00,4.296002321157472892e+01
1.891891891891891886e+00,5.522168622735443222e+01
1.900900900900901025e+00,4.688196639490961104e+01
1.909909909909909942e+00,4.332350270275229320e+01
1.918918918918918859e+00,5.528691766126927121e+01
1.927927927927927776e+00,4.824630605482665402e+01
1.936936936936936915e+00,5.599300017573443711e+01
1.945945945945946054e+00,4.571823483691990475e+01
1.954954954954954971e+00,4.434987470777002727e+01
1.963963963963963888e+00,5.870143124840414828e+01
1.972972972972972805e+00,5.472755518664595087e+01
1.981981981981981944e+00,4.652132496504956549e+01
1.990990990990991083e+00,5.200110504323993155e+01
2.000000000000000000e+00,4.410315472324035824e+01
2.009009009009008917e+00,5.980579021653439042e+01
2.018018018018017834e+00,5.999428685354615709e+01
2.027027027027027195e+00,5.601510413825081969e+01
2.036036036036036112e+00,6.058458523652517158e+01
2.045045045045045029e+00,5.018586559626835708e+01
2.054054054054053946e+00,5.586284547493642094e+01
2.063063063063062863e+00,6.339245195120919618e+01
2.072072072072072224e+00,5.229455402832897448e+01
2.081081081081081141e+00,5.642760457900638471e+01
2.090090090090090058e+00,4.492278078658796403e+01
2.099099099099099419e+00,5.237545932196792364e+01
2.108108108108107892e+00,5.879098223479331153e+01
2.117117117117117253e+00,4.609220423042674497e+01
2.126126126126126170e+00,5.349022344276519902e+01
2.135135135135135087e+00,4.515936467660500853e+01
2.144144144144144448e+00,5.817086495719934192e+01
2.153153153153152921e+00,5.525913676871661551e+01
2.162162162162162282e+00,4.552993786002837595e+01
2.171171171171171199e+00,5.378153339735068528e+01
2.180180180180180116e+00,5.908276914198203400e+01
2.189189189189189477e+00,6.428154722757919615e+01
2.198198198198197950e+00,5.485482988382878489e+01
